cik_str,sic,sicDescription
1878388,,
877984,2836,"Biological Products, (No Diagnostic Substances)"
878774,6798,Real Estate Investment Trusts
1878386,,
878039,,
1878393,,
878059,0000,
1878387,,
878030,,
1878392,,
878031,6798,Real Estate Investment Trusts
878732,,
878903,2834,Pharmaceutical Preparations
878089,,
878083,,
1878394,,
878071,6770,Blank Checks
1878391,,
878093,1531,Operative Builders
1878403,,
878057,,
1878404,,
878079,5311,Retail-Department Stores
878730,6035,"Savings Institution, Federally Chartered"
878946,,
878130,5961,Retail-Catalog & Mail-Order Houses
878080,,
1878407,,
878088,2834,Pharmaceutical Preparations
1878402,,
878129,,
1878405,,
878145,0000,
1878411,,
878087,,
878608,,
878606,,
878788,5900,Retail-Miscellaneous Retail
878155,,
1878409,,
878148,7372,Services-Prepackaged Software
878149,7900,Services-Amusement & Recreation Services
878146,7389,"Services-Business Services, NEC"
1878489,,
878092,,
878594,7372,Services-Prepackaged Software
878612,7373,Services-Computer Integrated Systems Design
878828,3669,"Communications Equipment, NEC"
878181,0000,
878029,,
878180,0000,
1878514,,
878192,,
878736,8051,Services-Skilled Nursing Care Facilities
1878582,,
878197,7372,Services-Prepackaged Software
878179,0000,
878156,,
1878583,,
878168,,
1878597,,
878205,,
1878599,,
878158,,
1878598,,
878208,5960,Retail-Nonstore Retailers
1878685,,
878198,,
878723,,
878973,,
878204,0000,
878201,,
1878686,,
878228,,
1878688,,
878268,,
1878692,,
878242,,
878770,,
879014,0000,
878230,8071,Services-Medical Laboratories
878200,,
1878696,,
878246,7812,Services-Motion Picture & Video Tape Production
1878708,,
878235,6189,Asset-Backed Securities
878737,,
878967,6162,Mortgage Bankers & Loan Correspondents
878270,0000,
878211,2273,Carpets & Rugs
878745,1382,Oil & Gas Field Exploration Services
879022,7377,Services-Computer Rental & Leasing
878273,,
878307,,
1878817,,
878306,,
878726,5331,Retail-Variety Stores
879041,6036,"Savings Institutions, Not Federally Chartered"
878311,,
878278,6500,Real Estate
1878799,,
878308,,
1878815,,
878280,3634,Electric Housewares & Fans
1878882,,
878250,,
1878888,,
878232,,
1878896,,
878314,5331,Retail-Variety Stores
1878981,,
878313,,
878775,6411,"Insurance Agents, Brokers & Service"
879088,,
878312,,
878324,4812,Radiotelephone Communications
1878983,,
878321,7990,Services-Miscellaneous Amusement & Recreation
1879009,,
878351,,
878731,5944,Retail-Jewelry Stores
879009,,
878334,3721,Aircraft
878355,6021,National Commercial Banks
1879002,,
878377,3821,Laboratory Apparatus & Furniture
1879008,,
878349,8880,American Depositary Receipts
1879010,,
878357,,
1879016,1000,Metal Mining
878409,,
878549,8711,Services-Engineering Services
878670,,
878897,6324,Hospital & Medical Service Plans
878436,3661,Telephone & Telegraph Apparatus
878375,6799,"Investors, NEC"
878350,7510,Services-Auto Rental & Leasing (No Drivers)
1879094,,
878484,0000,
1879096,,
878482,1311,Crude Petroleum & Natural Gas
1879089,,
878467,,
1879098,,
878489,,
878651,,
878643,0000,
878918,,
878485,,
1879180,,
878483,7370,"Services-Computer Programming, Data Processing, Etc."
878491,,
878362,,
1879181,,
878503,,
878616,2844,"Perfumes, Cosmetics & Other Toilet Preparations"
878816,,
1977880,,
878502,,
1879182,,
878517,6189,Asset-Backed Securities
1879197,,
878519,8888,Foreign Governments
1977300,,
878543,3845,Electromedical & Electrotherapeutic Apparatus
1977310,,
878518,1040,Gold and Silver Ores
1977301,,
878547,3440,Fabricated Structural Metal Products
1977510,,
878520,6211,"Security Brokers, Dealers & Flotation Companies"
878861,,
879051,,
878535,,
878550,8711,Services-Engineering Services
1977511,,
878551,6211,"Security Brokers, Dealers & Flotation Companies"
878605,,
878748,2834,Pharmaceutical Preparations
1977898,,
878522,7200,Services-Personal Services
1977610,,
878487,,
1977688,,
878555,0000,
1977710,,
878526,3845,Electromedical & Electrotherapeutic Apparatus
1977699,,
878560,1531,Operative Builders
878660,6331,"Fire, Marine & Casualty Insurance"
878921,,
880366,,
880581,5912,Retail-Drug Stores and Proprietary Stores
879099,8741,Services-Management Services
880242,2800,Chemicals & Allied Products
880299,0000,
880454,0000,
879106,2836,"Biological Products, (No Diagnostic Substances)"
879074,,
879116,6022,State Commercial Banks
879118,,
880584,7370,"Services-Computer Programming, Data Processing, Etc."
879121,,
880280,,
880455,0000,
879120,,
879104,,
880597,,
879123,5651,Retail-Family Clothing Stores
880583,,
879061,,
880626,0000,
879129,0000,
880627,0000,
879132,,
1879101,,
879124,5812,Retail-Eating  Places
880634,3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies"
879122,,
880629,,
879128,0000,
880297,7359,"Services-Equipment Rental & Leasing, NEC"
880491,,
879136,3576,Computer Communications Equipment
879162,1311,Crude Petroleum & Natural Gas
1879103,6035,"Savings Institution, Federally Chartered"
879142,,
1879118,,
879130,6035,"Savings Institution, Federally Chartered"
1879184,,
879183,,
1879186,,
879171,,
1879196,,
879141,0000,
1879203,,
879181,8082,Services-Home Health Care Services
1879217,,
879168,,
1879283,,
879198,,
1879289,,
879203,6500,Real Estate
1879295,,
879206,5944,Retail-Jewelry Stores
1879298,,
879209,6141,Personal Credit Institutions
1879305,,
879127,0000,
1879386,,
879169,8731,Services-Commercial Physical & Biological Research
880301,,
880488,,
879222,,
879218,,
1879383,,
879225,,
1879389,,
879254,7812,Services-Motion Picture & Video Tape Production
1879393,,
879257,8093,"Services-Specialty Outpatient Facilities, NEC"
1879402,,
879262,,
1879417,,
879239,,
1879414,,
879297,,
1879415,,
879235,3714,Motor Vehicle Parts & Accessories
1879487,,
879220,,
880320,8742,Services-Management Consulting Services
880431,2836,"Biological Products, (No Diagnostic Substances)"
879283,7372,Services-Prepackaged Software
879289,,
880303,,
880555,2711,Newspapers: Publishing or  Publishing & Printing
879303,5812,Retail-Eating  Places
879301,3845,Electromedical & Electrotherapeutic Apparatus
1879507,,
879307,,
1879505,,
879316,,
1879581,,
879306,4833,Television Broadcasting Stations
1879588,,
879215,4911,Electric Services
880268,,
880458,7372,Services-Prepackaged Software
879329,,
1879602,,
879309,,
1879604,,
879326,8880,American Depositary Receipts
879338,1040,Gold and Silver Ores
1879608,,
879342,,
880302,,
880556,,
879327,,
879313,4812,Radiotelephone Communications
880308,,
880456,8731,Services-Commercial Physical & Biological Research
879341,,
879354,2835,In Vitro & In Vivo Diagnostic Substances
1879614,,
879357,,
880259,2834,Pharmaceutical Preparations
880267,5411,Retail-Grocery Stores
879360,5013,Wholesale-Motor Vehicle Supplies & New Parts
879356,8880,American Depositary Receipts
879359,,
1879599,,
880241,3140,"Footwear, (No Rubber)"
880416,4911,Electric Services
879361,,
879334,0000,
1879716,,
879358,,
1879783,,
879427,,
1879792,,
879385,4813,Telephone Communications (No Radiotelephone)
1879805,,
879440,,
1879818,,
879446,,
1879892,,
879445,,
1879893,,
879362,2800,Chemicals & Allied Products
1879895,,
879442,,
1879900,,
879441,,
1879899,,
879425,2052,Cookies & Crackers
1879902,,
879461,,
1879913,,
879465,7389,"Services-Business Services, NEC"
1879906,,
879460,,
1879908,,
879482,4841,Cable & Other Pay Television Services
880323,5734,Retail-Computer & Computer Software Stores
880514,,
879496,7359,"Services-Equipment Rental & Leasing, NEC"
879447,,
880321,7372,Services-Prepackaged Software
880571,,
879495,7359,"Services-Equipment Rental & Leasing, NEC"
879497,7359,"Services-Equipment Rental & Leasing, NEC"
1879991,,
879437,7331,Services-Direct Mail Advertising Services
1879995,,
879494,7359,"Services-Equipment Rental & Leasing, NEC"
1880001,,
879407,2834,Pharmaceutical Preparations
1880083,,
879500,7372,Services-Prepackaged Software
1880089,,
879508,,
1880098,,
879431,,
1880094,,
879522,6331,"Fire, Marine & Casualty Insurance"
1880115,,
879530,,
1880189,7370,"Services-Computer Programming, Data Processing, Etc."
879501,5812,Retail-Eating  Places
880285,4610,Pipe Lines (No Natural Gas)
880570,,
879546,0000,
879519,5960,Retail-Nonstore Retailers
880356,7990,Services-Miscellaneous Amusement & Recreation
880547,0000,
879529,2024,Ice Cream & Frozen Desserts
879526,3715,Truck Trailers
1880194,,
879535,,
1880196,,
879555,6513,Operators of  Apartment Buildings
1880197,,
879550,2835,In Vitro & In Vivo Diagnostic Substances
880365,6399,"Insurance Carriers, NEC"
880564,,
879534,7389,"Services-Business Services, NEC"
879558,6022,State Commercial Banks
1880195,,
879579,,
880417,6022,State Commercial Banks
880443,,
1880199,,
879585,4813,Telephone Communications (No Radiotelephone)
1880205,,
879575,2870,Agricultural Chemicals
1880200,,
879636,,
1880210,,
879573,4812,Radiotelephone Communications
1880217,,
879589,,
1880219,,
879554,5812,Retail-Eating  Places
1880289,,
879638,,
1880382,,
879674,6153,Short-Term Business Credit Institutions
1880381,,
879569,,
1880388,,
879635,6022,State Commercial Banks
880269,,
880290,,
880567,,
879694,6035,"Savings Institution, Federally Chartered"
879587,,
879684,5045,Wholesale-Computers & Peripheral Equipment & Software
880453,6029,"Commercial Banks, NEC"
880300,,
879586,7011,Hotels & Motels
1880383,,
879682,3845,Electromedical & Electrotherapeutic Apparatus
1880411,,
879688,4953,Refuse Systems
1880487,,
879712,3949,"Sporting & Athletic Goods, NEC"
1880499,,
879729,0000,
1880500,,
879752,,
1880494,,
879731,0000,
1880502,,
879728,0000,
1880501,,
879745,1311,Crude Petroleum & Natural Gas
1880504,,
879732,,
1880503,,
879703,7373,Services-Computer Integrated Systems Design
1880497,,
879723,,
1880517,,
879762,4812,Radiotelephone Communications
1880511,,
879763,4812,Radiotelephone Communications
1880514,,
879751,,
1880515,,
879766,6189,Asset-Backed Securities
1880594,,
879764,1311,Crude Petroleum & Natural Gas
1979011,,
879774,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
1979109,,
879801,3661,Telephone & Telegraph Apparatus
1979190,,
879765,6189,Asset-Backed Securities
1979201,,
879806,,
1979290,,
879813,2731,Books: Publishing or  Publishing & Printing
1979501,,
879815,1311,Crude Petroleum & Natural Gas
1979580,,
879870,,
1979591,,
879819,,
880355,8880,American Depositary Receipts
880569,,
879858,,
879832,,
1979600,,
879796,7370,"Services-Computer Programming, Data Processing, Etc."
1979889,,
879872,,
1979891,,
879885,7350,Services-Miscellaneous Equipment Rental & Leasing
880354,3841,Surgical & Medical Instruments & Apparatus
880432,3821,Laboratory Apparatus & Furniture
879812,7359,"Services-Equipment Rental & Leasing, NEC"
879875,,
1979908,,
879826,,
1979999,1000,Metal Mining
879825,,
880364,5600,Retail-Apparel & Accessory Stores
880572,,
879857,,
879898,7372,Services-Prepackaged Software
1980009,,
879934,,
1980090,,
879921,0000,
1980081,,
879915,0000,
1980109,,
879969,8050,Services-Nursing & Personal Care Facilities
1980181,,
879963,,
1980191,,
879911,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys"
1980208,,
879945,7011,Hotels & Motels
1980211,,
879970,5912,Retail-Drug Stores and Proprietary Stores
1980218,,
879949,,
1980281,,
879884,3533,Oil & Gas Field Machinery & Equipment
1980319,,
879933,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)"
880346,0000,
880460,5900,Retail-Miscellaneous Retail
880003,,
879980,6500,Real Estate
1980380,,
880005,,
1980388,,
879957,6162,Mortgage Bankers & Loan Correspondents
880407,6199,Finance Services
880582,3221,Glass Containers
879988,,
879986,1623,"Water, Sewer, Pipeline, Comm & Power Line Construction"
1980389,,
880014,,
880391,,
880580,1311,Crude Petroleum & Natural Gas
879947,,
880009,,
1980480,,
880026,5010,Wholesale-Motor Vehicles & Motor Vehicle Parts & Supplies
880408,,
880576,,
880036,3949,"Sporting & Athletic Goods, NEC"
880018,,
1980491,,
880034,1531,Operative Builders
1980509,,
880042,,
1980508,,
879993,2834,Pharmaceutical Preparations
880039,5140,Wholesale-Groceries & Related Products
880045,,
880063,,
880052,6036,"Savings Institutions, Not Federally Chartered"
880055,0000,
880081,,
880114,1381,Drilling Oil & Gas Wells
880406,,
880595,,
879982,6500,Real Estate
880057,1381,Drilling Oil & Gas Wells
880058,,
880224,2670,Converted Paper & Paperboard Prods (No Contaners/Boxes)
880414,1389,"Oil & Gas Field Services, NEC"
880109,,
880119,7370,"Services-Computer Programming, Data Processing, Etc."
880394,,
880594,7372,Services-Prepackaged Software
880120,5400,Retail-Food Stores
880059,8200,Services-Educational Services
880433,2522,Office Furniture (No Wood)
880123,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
880121,7389,"Services-Business Services, NEC"
880117,2060,Sugar & Confectionery Products
880122,2834,Pharmaceutical Preparations
880116,6022,State Commercial Banks
880161,,
880177,3674,Semiconductors & Related Devices
880115,1311,Crude Petroleum & Natural Gas
880174,2750,Commercial Printing
880181,8071,Services-Medical Laboratories
880128,,
880163,,
880209,6022,State Commercial Banks
880207,,
880208,3571,Electronic Computers
880430,5040,Wholesale-Professional & Commercial Equipment & Supplies
880419,3714,Motor Vehicle Parts & Accessories
880562,7372,Services-Prepackaged Software
880229,7372,Services-Prepackaged Software
880227,,
880238,6411,"Insurance Agents, Brokers & Service"
880446,3674,Semiconductors & Related Devices
880195,,
880266,3523,Farm Machinery & Equipment
880254,0000,
880591,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip
882052,,
882160,7812,Services-Motion Picture & Video Tape Production
1882307,,
880642,,
882303,,
880641,6022,State Commercial Banks
882307,,
880640,5960,Retail-Nonstore Retailers
882301,0000,
880635,,
882304,8090,"Services-Misc Health & Allied Services, NEC"
880631,6211,"Security Brokers, Dealers & Flotation Companies"
882170,,
882322,6411,"Insurance Agents, Brokers & Service"
880648,6189,Asset-Backed Securities
882321,7372,Services-Prepackaged Software
880657,3411,Metal Cans
882071,,
882238,3841,Surgical & Medical Instruments & Apparatus
880649,6189,Asset-Backed Securities
880645,,
882223,,
882197,0000,
882308,,
880736,,
882095,2836,"Biological Products, (No Diagnostic Substances)"
882240,6189,Asset-Backed Securities
880732,,
880765,3728,"Aircraft Parts & Auxiliary Equipment, NEC"
882300,,
880646,,
882320,7990,Services-Miscellaneous Amusement & Recreation
880738,,
882205,,
882226,,
882337,,
880709,,
882323,5040,Wholesale-Professional & Commercial Equipment & Supplies
880794,,
882289,8082,Services-Home Health Care Services
880643,2836,"Biological Products, (No Diagnostic Substances)"
882346,,
880703,,
881895,4213,Trucking (No Local)
881912,,
881888,8731,Services-Commercial Physical & Biological Research
881913,1381,Drilling Oil & Gas Wells
882060,,
880800,5411,Retail-Grocery Stores
882343,1311,Crude Petroleum & Natural Gas
880803,5411,Retail-Grocery Stores
880821,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
880801,5411,Retail-Grocery Stores
880820,2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl
882342,1311,Crude Petroleum & Natural Gas
880793,,
882345,,
881891,3590,Misc Industrial & Commercial Machinery & Equipment
881975,7371,Services-Computer Programming Services
881905,5621,Retail-Women's Clothing Stores
882184,1531,Operative Builders
882359,,
882372,1382,Oil & Gas Field Exploration Services
880824,5411,Retail-Grocery Stores
880771,2834,Pharmaceutical Preparations
880797,,
880799,,
882363,4812,Radiotelephone Communications
880843,,
882357,,
880807,3621,Motors & Generators
882107,0000,
882251,,
880823,5411,Retail-Grocery Stores
880848,0000,
882100,2834,Pharmaceutical Preparations
882243,6189,Asset-Backed Securities
880837,6162,Mortgage Bankers & Loan Correspondents
880856,,
882362,2835,In Vitro & In Vivo Diagnostic Substances
880804,7389,"Services-Business Services, NEC"
882365,3845,Electromedical & Electrotherapeutic Apparatus
880854,,
882396,,
880825,5411,Retail-Grocery Stores
882386,,
880858,3460,Metal Forgings & Stampings
882378,1382,Oil & Gas Field Exploration Services
880865,3572,Computer Storage Devices
882376,,
880847,,
882375,,
880869,0000,
882389,3559,"Special Industry Machinery, NEC"
880845,,
882361,2836,"Biological Products, (No Diagnostic Substances)"
880877,,
882364,6500,Real Estate
880864,0000,
882390,5311,Retail-Department Stores
880871,0000,
882106,0000,
880868,0000,
880866,7381,"Services-Detective, Guard & Armored Car Services"
882398,,
880859,,
882406,0000,
880892,,
882101,0000,
882256,5411,Retail-Grocery Stores
880888,4812,Radiotelephone Communications
880870,0000,
881917,8071,Services-Medical Laboratories
882051,,
882129,,
882381,,
880881,0000,
880914,,
882387,3577,"Computer Peripheral Equipment, NEC"
